index,close_time,transaction_id,positions,LINKUSDT_units,LUNCUSDT_units,entry_LINKUSDT_price,entry_LUNCUSDT_price,historical_LINKUSDT_mid,historical_LUNCUSDT_mid,historical_LINKUSDT_vol,historical_LUNCUSDT_vol,signal,portfolio_value,LINKUSDT_raw_pnl,LUNCUSDT_raw_pnl,LINKUSDT_cost,LUNCUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
28.0,2023-01-20 17:06:59.999,,,0.0,0.0,,,6.614,0.000173835,721.31,64227995.52,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
29.0,2023-01-20 17:07:59.999,,,0.0,0.0,,,6.614,0.0001739,2622.76,226927765.86,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
30.0,2023-01-20 17:08:59.999,,,0.0,0.0,,,6.613,0.000173825,1625.5,97730819.05,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
31.0,2023-01-20 17:09:59.999,,,0.0,0.0,,,6.616,0.000173935,3436.42,85950144.63,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
32.0,2023-01-20 17:10:59.999,,,0.0,0.0,,,6.6135,0.00017396,2339.12,15676114.44,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
33.0,2023-01-20 17:11:59.999,,,0.0,0.0,,,6.618,0.00017421,5875.74,95449589.32,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
34.0,2023-01-20 17:12:59.999,,,0.0,0.0,,,6.622,0.000174495,3881.47,44863496.48,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
35.0,2023-01-20 17:13:59.999,,,0.0,0.0,,,6.617,0.0001744499999999,4454.59,56933253.43,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
36.0,2023-01-20 17:14:59.999,,,0.0,0.0,,,6.6105,0.000174165,2128.76,55930445.81,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
37.0,2023-01-20 17:15:59.999,,,0.0,0.0,,,6.6105,0.000174175,1785.72,46585350.54,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
38.0,2023-01-20 17:16:59.999,,,0.0,0.0,,,6.619,0.00017419,3404.42,169136877.86,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
39.0,2023-01-20 17:17:59.999,,,0.0,0.0,,,6.6265,0.00017418,10046.87,61751065.21,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
40.0,2023-01-20 17:18:59.999,,,0.0,0.0,,,6.628,0.000174325,1106.61,57120468.62,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
41.0,2023-01-20 17:19:59.999,,,0.0,0.0,,,6.625500000000001,0.000174255,7301.26,57158459.48,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
42.0,2023-01-20 17:20:59.999,,,0.0,0.0,,,6.6315,0.00017432,1317.45,63123477.55,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
43.0,2023-01-20 17:21:59.999,,,0.0,0.0,,,6.629,0.000174315,7809.61,28058197.8,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
44.0,2023-01-20 17:22:59.999,,,0.0,0.0,,,6.626,0.000174255,4028.57,39136166.67,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
45.0,2023-01-20 17:23:59.999,,,0.0,0.0,,,6.625,0.000174285,1839.64,63837374.48,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
46.0,2023-01-20 17:24:59.999,,,0.0,0.0,,,6.6205,0.00017421,3473.34,50728820.55,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
47.0,2023-01-20 17:25:59.999,,,0.0,0.0,,,6.6115,0.000174215,2501.13,54503041.47,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
48.0,2023-01-20 17:26:59.999,,,0.0,0.0,,,6.6065000000000005,0.000174205,11018.91,42812331.92,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
49.0,2023-01-20 17:27:59.999,,,0.0,0.0,,,6.606,0.00017432,3545.24,36619526.3,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
50.0,2023-01-20 17:28:59.999,,,0.0,0.0,,,6.611000000000001,0.00017443,732.74,79659550.98,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
51.0,2023-01-20 17:29:59.999,,,0.0,0.0,,,6.603,0.0001740949999999,6459.83,146456973.93,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
52.0,2023-01-20 17:30:59.999,,,0.0,0.0,,,6.602,0.000174,7422.12,86791257.32,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
53.0,2023-01-20 17:31:59.999,,,0.0,0.0,,,6.6085,0.0001740849999999,1515.24,57322794.19,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
54.0,2023-01-20 17:32:59.999,,,0.0,0.0,,,6.6085,0.000174025,2639.51,177896783.77,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
55.0,2023-01-20 17:33:59.999,,,0.0,0.0,,,6.6085,0.0001740949999999,5155.91,3742029.65,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
56.0,2023-01-20 17:34:59.999,,,0.0,0.0,,,6.605,0.000174005,6243.65,86687742.96,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
57.0,2023-01-20 17:35:59.999,,,0.0,0.0,,,6.593,0.000174005,19816.24,38128848.76,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
58.0,2023-01-20 17:36:59.999,,,0.0,0.0,,,6.577,0.00017387,14132.06,37295764.54,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
59.0,2023-01-20 17:37:59.999,,,0.0,0.0,,,6.577,0.00017359,3423.93,84544753.1,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
60.0,2023-01-20 17:38:59.999,,,0.0,0.0,,,6.579000000000001,0.00017343,2754.2,57457571.12,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
61.0,2023-01-20 17:39:59.999,,,0.0,0.0,,,6.5875,0.0001736,2258.0,53794804.03,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
62.0,2023-01-20 17:40:59.999,,,0.0,0.0,,,6.595000000000001,0.000173795,2244.24,58324381.83,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
63.0,2023-01-20 17:41:59.999,,,0.0,0.0,,,6.5995,0.0001738849999999,3751.77,71124995.04,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
64.0,2023-01-20 17:42:59.999,,,0.0,0.0,,,6.5975,0.00017392,920.44,52699804.63,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
65.0,2023-01-20 17:43:59.999,,,0.0,0.0,,,6.6005,0.000174035,3040.46,11257947.06,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
66.0,2023-01-20 17:44:59.999,,,0.0,0.0,,,6.6025,0.00017376,681.99,85514478.05,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
67.0,2023-01-20 17:45:59.999,,,0.0,0.0,,,6.6045,0.0001738299999999,1635.35,29760240.59,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
68.0,2023-01-20 17:46:59.999,,,0.0,0.0,,,6.6055,0.000173755,771.22,33574995.13,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
69.0,2023-01-20 17:47:59.999,,,0.0,0.0,,,6.5985,0.000173595,5752.65,32820664.34,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
70.0,2023-01-20 17:48:59.999,,,0.0,0.0,,,6.598,0.0001734549999999,2105.39,64040555.36,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
71.0,2023-01-20 17:49:59.999,,,0.0,0.0,,,6.6025,0.000173385,521.6,17107726.61,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
72.0,2023-01-20 17:50:59.999,,,0.0,0.0,,,6.6085,0.000173675,1002.84,77451453.21,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
73.0,2023-01-20 17:51:59.999,,,0.0,0.0,,,6.6145,0.000173745,1729.11,94530983.91,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
74.0,2023-01-20 17:52:59.999,,,0.0,0.0,,,6.6165,0.000173795,587.0,16782017.96,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
75.0,2023-01-20 17:53:59.999,,,0.0,0.0,,,6.622,0.00017373,294.43,35990289.38,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
76.0,2023-01-20 17:54:59.999,,,0.0,0.0,,,6.6240000000000006,0.000173855,7104.17,46682719.16,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
77.0,2023-01-20 17:55:59.999,,,0.0,0.0,,,6.619999999999999,0.000173865,985.85,17117043.71,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
78.0,2023-01-20 17:56:59.999,,,0.0,0.0,,,6.616,0.000173855,2267.05,12695010.94,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
79.0,2023-01-20 17:57:59.999,,,0.0,0.0,,,6.6195,0.00017386,2810.1,4062593.07,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
80.0,2023-01-20 17:58:59.999,,,0.0,0.0,,,6.618,0.000173835,3255.87,42158623.94,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
81.0,2023-01-20 17:59:59.999,,,0.0,0.0,,,6.615,0.000173815,1551.32,22559123.43,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
82.0,2023-01-20 18:00:59.999,,,0.0,0.0,,,6.619,0.0001738,15667.6,73723367.06,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
83.0,2023-01-20 18:01:59.999,,,0.0,0.0,,,6.625,0.000174,2960.43,53678071.65,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
84.0,2023-01-20 18:02:59.999,,,0.0,0.0,,,6.6335,0.00017402,4677.49,104590723.36,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
85.0,2023-01-20 18:03:59.999,,,0.0,0.0,,,6.6325,0.00017409,832.62,37648183.01,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
86.0,2023-01-20 18:04:59.999,,,0.0,0.0,,,6.628,0.00017414,5823.43,37682023.12,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
87.0,2023-01-20 18:05:59.999,,,0.0,0.0,,,6.623,0.0001742,911.61,79652857.95,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
88.0,2023-01-20 18:06:59.999,,,0.0,0.0,,,6.617000000000001,0.000174165,7197.21,36294656.98,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
89.0,2023-01-20 18:07:59.999,,,0.0,0.0,,,6.611,0.000174155,932.8,49801836.32,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
90.0,2023-01-20 18:08:59.999,,,0.0,0.0,,,6.6095,0.000173975,3414.1,46120973.77,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
91.0,2023-01-20 18:09:59.999,,,0.0,0.0,,,6.614,0.000174115,1129.46,139425812.36,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
92.0,2023-01-20 18:10:59.999,,,0.0,0.0,,,6.6105,0.00017419,1393.84,12103580.27,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
93.0,2023-01-20 18:11:59.999,,,0.0,0.0,,,6.6065000000000005,0.000173965,782.12,26660913.99,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
94.0,2023-01-20 18:12:59.999,,,0.0,0.0,,,6.609500000000001,0.000173805,1657.43,23053966.02,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
95.0,2023-01-20 18:13:59.999,,,0.0,0.0,,,6.618,0.000174005,1324.64,54233787.01,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
96.0,2023-01-20 18:14:59.999,,,0.0,0.0,,,6.6240000000000006,0.00017413,1068.85,14556151.07,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
97.0,2023-01-20 18:15:59.999,,,0.0,0.0,,,6.628500000000001,0.00017417,1070.66,12485308.26,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
98.0,2023-01-20 18:16:59.999,,,0.0,0.0,,,6.635,0.00017419,5607.37,75480378.66,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
99.0,2023-01-20 18:17:59.999,,,0.0,0.0,,,6.6285,0.00017416,4471.92,37148151.32,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
100.0,2023-01-20 18:18:59.999,,,0.0,0.0,,,6.6265,0.000174005,3477.28,35453462.07,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
101.0,2023-01-20 18:19:59.999,,,0.0,0.0,,,6.621,0.0001739,1747.03,40146975.44,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
102.0,2023-01-20 18:20:59.999,,,0.0,0.0,,,6.6175,0.000173845,4749.92,48629621.28,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
103.0,2023-01-20 18:21:59.999,,,0.0,0.0,,,6.6185,0.000173935,385.26,24660656.57,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
104.0,2023-01-20 18:22:59.999,,,0.0,0.0,,,6.611000000000001,0.000173635,2527.68,354515492.75,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
105.0,2023-01-20 18:23:59.999,,,0.0,0.0,,,6.612500000000001,0.000173685,427.21,10263643.47,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
106.0,2023-01-20 18:24:59.999,,,0.0,0.0,,,6.6085,0.0001735,2007.83,12949235.06,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
107.0,2023-01-20 18:25:59.999,,,0.0,0.0,,,6.608499999999999,0.00017333,3164.61,80796751.54,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
108.0,2023-01-20 18:26:59.999,,,0.0,0.0,,,6.618,0.00017347,24615.57,75160593.5,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
109.0,2023-01-20 18:27:59.999,,,0.0,0.0,,,6.6185,0.00017345,19027.94,37838833.32,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
110.0,2023-01-20 18:28:59.999,,,0.0,0.0,,,6.6215,0.000173335,6269.69,45605225.31,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
111.0,2023-01-20 18:29:59.999,,,0.0,0.0,,,6.622,0.000173325,3734.89,29842819.09,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
112.0,2023-01-20 18:30:59.999,,,0.0,0.0,,,6.6205,0.000173425,5632.7,24483889.03,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
113.0,2023-01-20 18:31:59.999,,,0.0,0.0,,,6.6265,0.0001736099999999,3633.09,29618253.31,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
114.0,2023-01-20 18:32:59.999,,,0.0,0.0,,,6.6285,0.000173655,2502.28,10235057.93,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
115.0,2023-01-20 18:33:59.999,,,0.0,0.0,,,6.63,0.00017363,7761.77,4142566.62,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
116.0,2023-01-20 18:34:59.999,,,0.0,0.0,,,6.6285,0.00017363,509.94,557350.37,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
117.0,2023-01-20 18:35:59.999,,,0.0,0.0,,,6.6315,0.000173735,17072.62,51034799.37,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
118.0,2023-01-20 18:36:59.999,,,0.0,0.0,,,6.632,0.000173825,11927.17,14105315.1,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
119.0,2023-01-20 18:37:59.999,,,0.0,0.0,,,6.637499999999999,0.000173925,1167.97,20977063.49,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
120.0,2023-01-20 18:38:59.999,,,0.0,0.0,,,6.6355,0.000173815,2682.8,35220062.63,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
121.0,2023-01-20 18:39:59.999,,,0.0,0.0,,,6.635,0.00017387,4695.38,58408526.12,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
122.0,2023-01-20 18:40:59.999,,,0.0,0.0,,,6.6395,0.00017388,5582.93,34266707.83,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
123.0,2023-01-20 18:41:59.999,,,0.0,0.0,,,6.641,0.000173935,4180.15,21959191.21,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
124.0,2023-01-20 18:42:59.999,,,0.0,0.0,,,6.6425,0.000173905,3944.06,9749464.05,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
125.0,2023-01-20 18:43:59.999,,,0.0,0.0,,,6.644,0.000173925,1480.8,10388196.89,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
126.0,2023-01-20 18:44:59.999,,,0.0,0.0,,,6.647,0.000173915,448.77,5749599.26,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
127.0,2023-01-20 18:45:59.999,,,0.0,0.0,,,6.640499999999999,0.000173865,5177.99,23492052.22,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
128.0,2023-01-20 18:46:59.999,,,0.0,0.0,,,6.6335,0.000173805,2923.83,2698765.62,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
129.0,2023-01-20 18:47:59.999,,,0.0,0.0,,,6.6385000000000005,0.00017349,1864.09,201243623.25,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
130.0,2023-01-20 18:48:59.999,,,0.0,0.0,,,6.639,0.000172975,3323.14,209750794.82,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
131.0,2023-01-20 18:49:59.999,,,0.0,0.0,,,6.643,0.000173285,825.84,55570301.46,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
132.0,2023-01-20 18:50:59.999,,,0.0,0.0,,,6.6415,0.00017346,2167.06,21898589.03,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
133.0,2023-01-20 18:51:59.999,,,0.0,0.0,,,6.637499999999999,0.00017323,1392.2,56520004.24,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
134.0,2023-01-20 18:52:59.999,,,0.0,0.0,,,6.638,0.000173275,341.42,20924687.01,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
135.0,2023-01-20 18:53:59.999,,,0.0,0.0,,,6.6385000000000005,0.000173325,1151.41,2446959.44,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
136.0,2023-01-20 18:54:59.999,,,0.0,0.0,,,6.635,0.00017327,499.11,34793165.94,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
137.0,2023-01-20 18:55:59.999,,,0.0,0.0,,,6.634,0.0001731999999999,51.91,28243304.8,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
138.0,2023-01-20 18:56:59.999,,,0.0,0.0,,,6.6315,0.00017317,265.15,17788693.78,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
139.0,2023-01-20 18:57:59.999,,,0.0,0.0,,,6.634,0.000173205,1841.15,64230703.15,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
140.0,2023-01-20 18:58:59.999,,,0.0,0.0,,,6.636,0.0001732999999999,376.63,5283424.28,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
141.0,2023-01-20 18:59:59.999,,,0.0,0.0,,,6.635999999999999,0.00017331,325.42,9690165.94,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
142.0,2023-01-20 19:00:59.999,,,0.0,0.0,,,6.638999999999999,0.00017333,966.03,8233896.9,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
143.0,2023-01-20 19:01:59.999,,,0.0,0.0,,,6.6355,0.00017333,1558.14,32362091.47,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
144.0,2023-01-20 19:02:59.999,,,0.0,0.0,,,6.6325,0.00017327,7291.91,4881940.65,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
145.0,2023-01-20 19:03:59.999,,,0.0,0.0,,,6.6305,0.00017327,369.28,21986477.77,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
146.0,2023-01-20 19:04:59.999,,,0.0,0.0,,,6.6325,0.00017323,1009.31,24095341.61,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
147.0,2023-01-20 19:05:59.999,,,0.0,0.0,,,6.633,0.00017315,101.0,14317221.27,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
148.0,2023-01-20 19:06:59.999,,,0.0,0.0,,,6.6365,0.000173215,106.78,24254418.22,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
149.0,2023-01-20 19:07:59.999,,,0.0,0.0,,,6.638999999999999,0.0001732999999999,127.14,5475857.4,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
150.0,2023-01-20 19:08:59.999,,,0.0,0.0,,,6.6395,0.00017327,216.47,29763752.71,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
151.0,2023-01-20 19:09:59.999,,,0.0,0.0,,,6.638999999999999,0.000173265,965.69,26944867.77,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
152.0,2023-01-20 19:10:59.999,,,0.0,0.0,,,6.6415,0.000173285,266.86,3107345.9,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
153.0,2023-01-20 19:11:59.999,,,0.0,0.0,,,6.6425,0.00017332,529.17,15383483.33,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
154.0,2023-01-20 19:12:59.999,,,0.0,0.0,,,6.6455,0.0001733649999999,2496.13,5651360.79,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
155.0,2023-01-20 19:13:59.999,,,0.0,0.0,,,6.6415,0.00017334,2251.44,19336176.24,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
156.0,2023-01-20 19:14:59.999,,,0.0,0.0,,,6.643000000000001,0.00017335,20045.37,17098000.77,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
157.0,2023-01-20 19:15:59.999,,,0.0,0.0,,,6.6385000000000005,0.00017335,1278.36,17877014.49,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
158.0,2023-01-20 19:16:59.999,,,0.0,0.0,,,6.641,0.00017347,2944.76,10789676.81,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
159.0,2023-01-20 19:17:59.999,,,0.0,0.0,,,6.6435,0.000173465,1040.01,5559923.86,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
160.0,2023-01-20 19:18:59.999,,,0.0,0.0,,,6.638,0.00017346,1234.12,51064053.65,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
161.0,2023-01-20 19:19:59.999,,,0.0,0.0,,,6.6385,0.00017337,789.37,11630924.08,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
162.0,2023-01-20 19:20:59.999,,,0.0,0.0,,,6.638,0.000173395,1071.35,39004102.38,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
163.0,2023-01-20 19:21:59.999,,,0.0,0.0,,,6.6425,0.00017345,133.45,28546102.34,0.0,10000,0,0,0,0,0,0,0,0.0,0.0
