index,close_time,transaction_id,positions,DOTUSDT_units,JASMYUSDT_units,entry_DOTUSDT_price,entry_JASMYUSDT_price,historical_DOTUSDT_mid,historical_JASMYUSDT_mid,historical_DOTUSDT_vol,historical_JASMYUSDT_vol,signal,portfolio_value,DOTUSDT_raw_pnl,JASMYUSDT_raw_pnl,DOTUSDT_cost,JASMYUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
20.0,2023-01-20 15:17:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8725000000000005,0.004602,3544.24,2151070.8,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
21.0,2023-01-20 15:18:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.859,0.004605,26783.55,516507.4,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
22.0,2023-01-20 15:19:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.866,0.0046125,12396.08,724291.3,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
23.0,2023-01-20 15:20:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8745,0.004618,6624.54,413182.7,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
24.0,2023-01-20 15:21:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.885,0.0046255,4834.47,624007.8,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
25.0,2023-01-20 15:22:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8935,0.0046295,7318.19,544361.2,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
26.0,2023-01-20 15:23:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.881,0.0046225,5849.04,256690.5,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
27.0,2023-01-20 15:24:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8735,0.0046255,5543.29,162532.9,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
28.0,2023-01-20 15:25:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8665,0.004621,3742.01,1112973.1,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
29.0,2023-01-20 15:26:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8580000000000005,0.004614,2142.53,176452.8,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
30.0,2023-01-20 15:27:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8655,0.0046155,4703.52,964362.4,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
31.0,2023-01-20 15:28:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8755,0.0046195,5347.3,574066.3,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
32.0,2023-01-20 15:29:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.874,0.0046155,5035.76,1118641.8,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
33.0,2023-01-20 15:30:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.872999999999999,0.004619,5906.47,1910382.5,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
34.0,2023-01-20 15:31:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8635,0.0046115,5960.57,931249.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
35.0,2023-01-20 15:32:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.874499999999999,0.0046295,6617.74,4413802.4,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
36.0,2023-01-20 15:33:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.888,0.0046435,6396.68,1256031.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
37.0,2023-01-20 15:34:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.888,0.004642,5960.73,2495664.1,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
38.0,2023-01-20 15:35:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.888,0.004644,5159.07,3887232.9,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
39.0,2023-01-20 15:36:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.895,0.0046394999999999,17189.34,3249499.2,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
40.0,2023-01-20 15:37:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.888999999999999,0.004644,4276.48,11812087.8,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
41.0,2023-01-20 15:38:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.893,0.0046475,5003.26,358090.7,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
42.0,2023-01-20 15:39:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.891,0.004646,3930.1,973553.7,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
43.0,2023-01-20 15:40:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8835,0.0046415,2827.51,511738.2,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
44.0,2023-01-20 15:41:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.881,0.004642,2894.68,964879.7,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
45.0,2023-01-20 15:42:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8775,0.004646,2684.61,1720883.3,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
46.0,2023-01-20 15:43:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.877000000000001,0.0046479999999999,1607.42,1720260.2,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
47.0,2023-01-20 15:44:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8735,0.0046425,1251.15,3607869.5,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
48.0,2023-01-20 15:45:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8705,0.0046479999999999,1765.02,2337453.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
49.0,2023-01-20 15:46:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.867,0.00465,1583.74,2892943.6,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
50.0,2023-01-20 15:47:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8605,0.0046475,2551.74,4327009.5,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
51.0,2023-01-20 15:48:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.863,0.0046475,3111.39,3306593.4,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
52.0,2023-01-20 15:49:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.861,0.004648,25721.17,996402.9,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
53.0,2023-01-20 15:50:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.856999999999999,0.0046435,5398.62,7091989.1,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
54.0,2023-01-20 15:51:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8545,0.0046375,1586.77,1574398.5,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
55.0,2023-01-20 15:52:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8580000000000005,0.0046375,2741.26,908033.7,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
56.0,2023-01-20 15:53:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.862,0.004644,2570.67,552969.6,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
57.0,2023-01-20 15:54:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.871499999999999,0.004648,4475.4,303173.9,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
58.0,2023-01-20 15:55:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.868,0.0046545,5492.54,1779538.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
59.0,2023-01-20 15:56:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.859,0.0046555,4120.8,1491404.8,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
60.0,2023-01-20 15:57:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.853,0.004653,2154.88,846312.3,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
61.0,2023-01-20 15:58:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8515,0.0046535,1596.52,578496.3,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
62.0,2023-01-20 15:59:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.853,0.004653,3416.29,839777.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
63.0,2023-01-20 16:00:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8525,0.0046485,1836.73,4751618.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
64.0,2023-01-20 16:01:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8525,0.004641,629.25,961416.3,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
65.0,2023-01-20 16:02:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.857,0.004642,4514.91,775997.3,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
66.0,2023-01-20 16:03:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8575,0.0046444999999999,3790.98,628044.5,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
67.0,2023-01-20 16:04:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.852,0.004646,1883.22,121456.8,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
68.0,2023-01-20 16:05:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8505,0.004646,1902.73,990053.5,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
69.0,2023-01-20 16:06:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8455,0.0046415,2345.44,3813656.9,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
70.0,2023-01-20 16:07:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.848,0.004639,4358.47,113203.8,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
71.0,2023-01-20 16:08:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.851000000000001,0.0046425,3206.45,391383.4,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
72.0,2023-01-20 16:09:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8495,0.004639,1155.09,477793.7,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
73.0,2023-01-20 16:10:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8535,0.0046415,3823.82,202455.5,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
74.0,2023-01-20 16:11:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.858499999999999,0.0046425,8356.65,1646167.3,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
75.0,2023-01-20 16:12:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8635,0.0046465,570.53,628784.6,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
76.0,2023-01-20 16:13:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8625,0.0046479999999999,1623.25,616511.3,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
77.0,2023-01-20 16:14:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.868,0.0046515,2177.11,715883.8,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
78.0,2023-01-20 16:15:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8685,0.0046565,8130.25,1299009.3,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
79.0,2023-01-20 16:16:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.871,0.0046555,5556.77,26151.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
80.0,2023-01-20 16:17:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8740000000000006,0.0046565,4973.59,2359178.9,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
81.0,2023-01-20 16:18:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8695,0.00465,3778.11,232807.8,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
82.0,2023-01-20 16:19:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8635,0.004644,2705.13,1061533.4,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
83.0,2023-01-20 16:20:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.863,0.004646,2271.38,790059.2,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
84.0,2023-01-20 16:21:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.861000000000001,0.0046445,1528.48,759942.6,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
85.0,2023-01-20 16:22:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.862500000000001,0.0046429999999999,2182.94,192554.8,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
86.0,2023-01-20 16:23:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.869,0.00465,5934.63,1827462.3,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
87.0,2023-01-20 16:24:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8705,0.004653,8015.09,1647079.8,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
88.0,2023-01-20 16:25:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8645,0.0046525,4627.89,303416.2,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
89.0,2023-01-20 16:26:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.865,0.0046485,2977.87,3126840.3,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
90.0,2023-01-20 16:27:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.869,0.0046525,262.64,361796.8,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
91.0,2023-01-20 16:28:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.871,0.004654,509.34,888987.4,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
92.0,2023-01-20 16:29:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8740000000000006,0.0046549999999999,3099.53,761233.2,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
93.0,2023-01-20 16:30:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.879,0.00466,5405.95,1569716.4,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
94.0,2023-01-20 16:31:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.887499999999999,0.004667,23643.7,3149877.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
95.0,2023-01-20 16:32:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.871,0.0046665,5757.83,4538511.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
96.0,2023-01-20 16:33:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.867000000000001,0.0046755,5813.91,4250685.9,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
97.0,2023-01-20 16:34:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8635,0.004682,2493.36,2403361.8,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
98.0,2023-01-20 16:35:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.874499999999999,0.0046879999999999,6475.64,4958636.1,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
99.0,2023-01-20 16:36:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.881500000000001,0.0046875,23021.72,1845825.9,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
100.0,2023-01-20 16:37:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.880000000000001,0.0046914999999999,19037.67,477292.5,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
101.0,2023-01-20 16:38:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.882,0.0046935,4281.57,2090347.1,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
102.0,2023-01-20 16:39:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.879,0.004697,7922.58,4407011.8,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
103.0,2023-01-20 16:40:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.884,0.0047025,3281.58,1384686.6,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
104.0,2023-01-20 16:41:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8815,0.0046975,6162.05,586588.1,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
105.0,2023-01-20 16:42:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8865,0.0047015,6620.1,1407684.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
106.0,2023-01-20 16:43:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.890499999999999,0.0047045,7032.71,1123257.6,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
107.0,2023-01-20 16:44:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.891,0.0047065,6993.15,1558536.5,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
108.0,2023-01-20 16:45:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.888999999999999,0.0047065,15760.29,2351564.7,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
109.0,2023-01-20 16:46:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8785,0.0047005,7403.2,2852901.9,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
110.0,2023-01-20 16:47:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.89,0.004719,8623.32,5481557.4,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
111.0,2023-01-20 16:48:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8895,0.0047294999999999,8877.31,3137551.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
112.0,2023-01-20 16:49:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.89,0.0047345,2921.75,5737567.1,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
113.0,2023-01-20 16:50:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.89,0.0047365,6501.61,3585094.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
114.0,2023-01-20 16:51:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.891,0.004741,5837.18,1998150.5,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
115.0,2023-01-20 16:52:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.89,0.004751,6497.07,1094664.6,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
116.0,2023-01-20 16:53:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8905,0.0047535,5080.79,1297156.7,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
117.0,2023-01-20 16:54:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.888999999999999,0.004752,37260.87,1491672.4,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
118.0,2023-01-20 16:55:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8765,0.004742,11158.24,3083955.1,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
119.0,2023-01-20 16:56:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8695,0.004736,4118.76,483228.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
120.0,2023-01-20 16:57:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8745,0.004734,2583.53,1466000.1,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
121.0,2023-01-20 16:58:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.8725000000000005,0.0047259999999999,7786.98,10874621.7,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
122.0,2023-01-20 16:59:59.999,1.0,short,-84.96176720475786,75455.24801466001,5.885,0.004612,5.871,0.0047165,4631.24,528329.1,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
